code_activite_icpe,origine_pollution,type_pollution,produits,etat_site,code_insee
D42,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,03185
H13,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,03180
D37,Pollution due au fonctionnement de l'installation,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",,04049
D37,Pollution due au fonctionnement de l'installation,Dépôt de produits divers,", , , , , , , , , , , , , , , , , , , , , , , , , ",,04049
D31,Pollution due au fonctionnement de l'installation,Nappe polluée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,04049
D38,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,04231
D38,Pollution due au fonctionnement de l'installation,Nappe polluée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,04209
J1,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,04070
K5,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,04112
H,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,04149
K31,Pollution due au fonctionnement de l'installation,Dépôt aérien,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,04123
K31,Pollution due au fonctionnement de l'installation,"Dépôt aérien, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,04149
K31,,"Dépôt aérien, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,04070
D13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,04123
D31,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,04049
D31,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,04049
K21,Pollution due au fonctionnement de l'installation,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,04039
K36,Pollution due au fonctionnement de l'installation,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",,04173
J32,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien",", , , , , , , , , , , , , , , , , , , , , , , , , ",,05006
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,05164
J,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien, Dépôt de produits divers, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Surveillance différée en raison de procédure en cours,05122
J35,Pollution due au fonctionnement de l'installation,Nappe polluée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,05006
K36,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,05023
D72,Autre,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,05122
K35,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,05122
H13,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt de produits divers",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,06088
H,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien, Dépôt de produits divers",", , , , , , , , , , , , , , , , , , , , , , , , , ",,06048
K5,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,06149
J1,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,06159
D13,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,06004
D3,Pollution due au fonctionnement de l'installation,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,06048
D3,Pollution due au fonctionnement de l'installation,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",,06066
D13,,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,06088
H13,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,06088
H13,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,06029
J1,,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,06029
J1,,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,06029
J1,,Dépôt enterré,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,06069
J1,Liquidation ou cessation d'activité,"Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,06104
J1,Liquidation ou cessation d'activité,"Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,06004
J1,Liquidation ou cessation d'activité,"Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,06032
J1,Liquidation ou cessation d'activité,"Dépôt enterré, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,06088
D72,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,06149
L23,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,06088
L23,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,06083
L23,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,06088
L22,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,06088
G22,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,06088
H,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,06161
,Pollution due au fonctionnement de l'installation,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,06132
,Pollution due au fonctionnement de l'installation,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,06013
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,06120
C13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,07281
E13,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt de produits divers",", , , , , , , , , , , , , , , , , , , , , , , , , ",,07324
,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,07010
,,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,07010
,Liquidation ou cessation d'activité,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,07349
,Liquidation ou cessation d'activité,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,07349
J1,Liquidation ou cessation d'activité,"Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,07349
J1,,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,07186
J1,Pollution due au fonctionnement de l'installation,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,07324
H13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,07324
,,Nappe polluée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,07076
E23,Liquidation ou cessation d'activité,"Dépôt de déchets, Dépôt aérien, Dépôt de produits divers",", , , , , , , , , , , , , , , , , , , , , , , , , ",,07129
M3,Origine accidentelle,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,07349
,,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,07349
E12,Liquidation ou cessation d'activité,Dépôt enterré,", , , , , , , , , , , , , , , , , , , , , , , , , ",,07013
,Liquidation ou cessation d'activité,"Dépôt de déchets, Dépôt de produits divers",", , , , , , , , , , , , , , , , , , , , , , , , , ",,07041
,,,", , , , , , , , , , , , , , , , , , , , , , , , , ",,07128
,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,07265
E13,Liquidation ou cessation d'activité,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,07013
J5,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08226
K36,Dépôt sauvage de déchets,"Dépôt de déchets, Dépôt aérien, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08105
J53,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08105
H13,Liquidation ou cessation d'activité,"Dépôt de déchets, Dépôt aérien, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08448
D13,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08409
J1,Liquidation ou cessation d'activité,"Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08409
J52,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08078
M1,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08142
M,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08480
J53,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08090
E1,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien, Dépôt de produits divers, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08311
J53,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08194
,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08349
E,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien, Dépôt de produits divers, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08190
J53,Pollution due au fonctionnement de l'installation,"Dépôt de produits divers, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08090
J53,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien, Pollution non caractérisée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,08083
D13,Origine accidentelle,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08276
J5,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08226
K36,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08363
G1,Pollution due au fonctionnement de l'installation,"Dépôt aérien, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",Absence de surveillance justifiée,08363
J51,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08363
J51,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,08242
J51,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien, Dépôt de produits divers, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08328
J51,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08037
J51,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08363
J53,Origine accidentelle,"Dépôt de déchets, Dépôt aérien, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08183
C22,Pollution due au fonctionnement de l'installation,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",,08341
H13,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08188
D13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08357
D13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08105
C13,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08125
C13,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,08222
H1,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien, Dépôt de produits divers, Sol pollué",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08249
J,Pollution due au fonctionnement de l'installation,Pollution non caractérisée,", , , , , , , , , , , , , , , , , , , , , , , , , ",,08302
J,Pollution due au fonctionnement de l'installation,"Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08067
J,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt aérien",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08361
J52,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08105
D13,Pollution due au fonctionnement de l'installation,"Dépôt aérien, Dépôt enterré, Sol pollué, Nappe polluée",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08150
J51,Pollution due au fonctionnement de l'installation,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",,08222
D44,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,08190
K5,Autre,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,08105
J5,Pollution due au fonctionnement de l'installation,Sol pollué,", , , , , , , , , , , , , , , , , , , , , , , , , ",,08081
H,Pollution due au fonctionnement de l'installation,Dépôt de déchets,", , , , , , , , , , , , , , , , , , , , , , , , , ",,08081
K5,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt de produits divers",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08343
J51,Pollution due au fonctionnement de l'installation,"Dépôt de déchets, Dépôt enterré",", , , , , , , , , , , , , , , , , , , , , , , , , ",,08242
